fuel_type,plant_age_years,efficiency_percent,capacity_factor_percent,load_factor,weather_impact_factor,maintenance_factor,region,grid_demand_mw,operating_temp_celsius,distance_to_grid_km,electricity_generated_mwh,co2_emissions_tonnes
Hydroelectric,21.5,87.19,47.08,0.973,0.99,1.0,East,6812.68,14.0,30.3,1996.74,34.55
Oil,24.4,29.16,46.22,0.619,1.0,1.0,North,5973.68,39.7,99.0,1748.13,2730.28
Natural_Gas,18.3,45.84,41.23,0.884,1.0,1.0,South,3356.9,24.4,50.7,2442.81,1118.84
Coal,19.4,38.24,74.67,0.933,1.0,1.0,South,7281.51,23.9,25.7,15808.43,22148.04
Nuclear,30.5,30.72,79.69,0.375,1.0,1.0,South,4206.53,37.2,12.9,4911.04,173.98
Nuclear,21.7,26.94,88.9,0.604,1.0,1.0,North,2562.8,12.8,5.5,9304.22,333.1
Coal,5.1,33.85,80.77,0.79,1.0,1.0,South,5700.07,26.8,46.9,12445.59,17092.18
Coal,39.2,36.83,70.72,0.673,1.0,1.0,South,4681.69,32.9,56.6,6009.22,10247.09
Coal,2.2,32.31,77.57,0.401,1.0,1.0,North,4379.59,30.6,26.0,9037.02,14010.81
Natural_Gas,15.0,50.65,27.54,0.554,1.0,1.0,North,4507.1,27.0,83.6,486.39,187.68
Natural_Gas,8.1,52.15,43.78,0.833,1.0,1.0,Central,4200.04,43.4,93.8,3735.35,1376.86
Natural_Gas,10.7,55.56,68.08,0.891,1.0,1.0,West,4683.09,15.9,93.9,1656.68,584.91
Nuclear,22.5,31.18,83.32,0.87,1.0,1.0,North,7394.07,48.3,28.5,12791.84,414.15
Coal,12.2,32.51,70.99,0.797,1.0,0.95,East,2724.04,13.9,83.8,17888.74,25445.36
Coal,13.3,30.67,67.37,0.52,1.0,0.95,Central,7439.57,22.0,83.5,984.41,1569.93
Natural_Gas,33.9,38.47,57.21,0.891,1.0,1.0,North,5465.0,7.4,33.2,5563.9,3500.37
Coal,14.5,33.56,75.84,0.963,1.0,1.0,East,7227.83,1.6,31.1,21942.83,31356.21
Coal,3.6,35.95,78.52,0.843,1.0,1.0,North,4990.48,33.7,69.4,6198.53,7910.9
Natural_Gas,4.0,48.02,52.34,0.964,1.0,1.0,North,5736.81,23.6,6.0,3728.75,1376.53
Coal,23.4,31.42,68.18,0.851,1.0,1.0,South,5046.61,39.9,97.4,14231.79,21883.66
Natural_Gas,11.6,45.29,71.7,0.685,1.0,0.95,West,3257.1,18.0,26.7,6609.56,2859.71
Coal,4.5,31.94,60.68,0.764,1.0,1.0,Central,3166.97,18.2,40.1,5337.62,6822.27
Natural_Gas,32.4,41.99,66.84,0.404,1.0,1.0,West,3515.58,28.9,58.9,2922.54,1668.09
Natural_Gas,32.3,40.42,48.95,0.378,1.0,1.0,West,4449.9,30.2,67.6,1430.95,902.38
Hydroelectric,29.8,88.83,32.87,0.489,1.134,1.0,East,7744.43,4.4,62.3,392.5,6.3
Nuclear,1.9,29.5,82.34,0.39,1.0,0.95,South,2496.07,16.3,20.3,10758.65,329.3
Nuclear,31.5,33.85,81.4,0.501,1.0,0.95,East,5028.64,33.9,68.0,93.07,3.07
Natural_Gas,23.4,47.09,52.13,0.838,1.0,1.0,West,4758.41,37.4,25.9,7598.08,3570.51
Nuclear,9.3,31.79,86.84,0.588,1.0,1.0,South,3148.11,44.1,55.3,14622.66,410.34
Coal,38.6,30.61,89.51,0.65,1.0,0.95,Central,2497.1,23.3,15.2,14626.16,30491.83
Nuclear,12.4,37.95,85.56,0.773,1.0,1.0,South,5228.65,30.1,75.9,16383.2,379.61
Coal,6.0,34.9,69.29,0.779,1.0,1.0,Central,3682.52,27.3,11.2,9499.07,12217.57
Natural_Gas,29.4,46.48,40.54,0.309,1.0,1.0,Central,3863.22,30.5,51.9,1591.35,822.53
Coal,24.7,32.38,64.05,0.366,1.0,1.0,East,3806.47,5.4,48.2,869.14,1489.24
Natural_Gas,20.1,50.92,45.21,0.817,1.0,1.0,West,7127.84,35.6,75.6,2845.88,1246.72
Wind,25.1,31.57,21.1,0.732,0.946,1.0,South,5624.67,27.0,30.5,659.13,12.85
Natural_Gas,33.5,50.21,66.62,0.347,1.0,0.95,South,7956.3,16.6,61.8,2814.72,1376.93
Wind,32.6,37.66,46.2,0.626,0.799,1.0,South,3951.02,25.5,73.5,255.29,5.2
Solar,39.0,16.29,25.48,0.951,1.052,1.0,South,6018.4,19.8,58.9,825.77,185.05
Biomass,15.7,21.89,31.24,0.761,1.0,1.0,West,5032.92,22.6,88.4,946.2,608.51
Natural_Gas,18.2,43.77,62.67,0.87,1.0,1.0,North,8666.87,7.0,34.5,9373.51,4315.45
Coal,16.3,33.43,91.65,0.91,1.0,1.0,Central,6785.82,14.7,53.5,24972.14,35432.5
Nuclear,7.7,33.41,90.1,0.909,1.0,1.0,Central,5758.38,47.7,83.0,9289.97,269.05
Hydroelectric,11.8,88.87,48.48,0.661,0.926,1.0,Central,5598.04,9.5,87.5,1137.12,16.47
Coal,9.8,29.96,67.03,0.382,1.0,1.0,East,5103.29,22.4,90.6,7033.09,12500.68
Wind,8.8,30.09,21.12,0.348,0.635,0.95,East,2734.65,30.8,60.9,92.23,1.88
Coal,8.2,40.28,63.86,0.835,1.0,1.0,South,1735.13,29.3,25.2,14464.99,17306.65
Natural_Gas,16.0,48.52,58.25,0.305,1.0,0.95,Central,2911.42,21.8,91.8,1106.17,476.61
Hydroelectric,13.9,90.35,83.84,0.616,1.097,1.0,West,6117.49,26.3,15.1,135.97,2.06
Natural_Gas,1.2,52.5,80.8,0.588,1.0,1.0,West,4472.64,25.5,96.4,2758.63,959.99
Coal,20.1,30.22,60.65,0.532,1.0,1.0,Central,5317.19,11.9,78.5,7341.07,12324.89
Geothermal,33.4,10.0,29.41,0.587,1.0,1.0,East,6831.23,42.1,83.4,1036.65,235.74
Hydroelectric,34.8,86.27,46.25,0.684,0.84,1.0,West,3551.5,19.2,67.3,160.85,3.2
Natural_Gas,17.3,48.23,42.3,0.63,1.0,1.0,Central,5395.32,32.2,47.8,1056.99,448.66
Coal,30.0,33.08,66.26,0.659,1.0,1.0,North,4402.79,43.1,51.9,5108.02,8504.09
Natural_Gas,1.3,44.29,69.61,0.422,1.0,1.0,East,5184.62,46.2,41.3,741.47,323.28
Natural_Gas,1.9,50.42,76.11,0.923,1.0,1.0,East,5663.12,14.7,33.4,6619.07,2472.85
Coal,8.1,35.23,90.12,0.713,1.0,0.95,North,2946.3,12.1,22.2,7929.31,10608.41
Natural_Gas,1.5,51.33,77.74,0.859,1.0,1.0,East,7657.08,35.6,88.7,10384.6,3690.84
Hydroelectric,1.7,88.67,55.21,0.524,0.862,0.95,Central,2280.15,45.1,93.2,1456.16,18.92
Oil,32.3,32.68,62.99,0.406,1.0,1.0,West,4576.14,22.2,67.5,1310.98,1807.27
Nuclear,20.7,30.61,76.1,0.752,1.0,1.0,East,6232.18,29.6,79.7,5328.69,178.75
Natural_Gas,30.8,46.3,57.15,0.852,1.0,1.0,East,5085.11,13.9,81.1,5713.82,2718.7
Wind,34.4,29.13,38.39,0.783,1.022,1.0,North,5546.21,32.2,25.1,1026.49,24.03
Natural_Gas,4.3,46.99,71.34,0.961,1.0,1.0,East,3859.74,37.7,64.2,6530.78,2538.51
Natural_Gas,34.5,50.12,41.65,0.704,1.0,1.0,North,7541.77,23.5,83.1,4910.84,2496.32
Nuclear,15.2,35.38,88.04,0.379,1.0,1.0,South,6597.76,15.8,94.3,9328.65,286.58
Natural_Gas,31.2,43.2,60.36,0.983,1.0,1.0,West,4603.74,26.1,17.6,3312.55,1631.01
Natural_Gas,16.5,42.73,39.04,0.908,1.0,1.0,West,7098.93,30.1,65.2,2262.47,1055.75
Natural_Gas,18.9,49.03,29.72,0.717,1.0,1.0,Central,5217.6,5.5,48.4,1550.47,705.57
Wind,21.0,31.72,30.51,0.827,1.089,1.0,North,5552.24,36.1,25.0,702.07,13.6
Coal,10.1,37.56,71.69,0.376,1.0,1.0,South,6879.26,18.1,67.9,6849.04,8812.91
Natural_Gas,34.6,48.91,59.85,0.991,1.0,1.0,South,5444.55,25.2,85.9,142.32,68.55
Coal,1.3,35.94,64.83,0.873,1.0,1.0,East,3826.99,7.3,42.3,6893.47,7993.46
Natural_Gas,35.2,48.27,49.17,0.967,1.0,0.95,South,4532.02,13.3,17.3,5360.38,2468.35
Hydroelectric,5.8,87.73,42.98,0.681,1.088,1.0,Central,4381.38,24.1,12.4,1770.97,23.3
Wind,32.3,31.88,36.94,0.653,0.949,1.0,South,7369.91,16.0,50.8,455.43,10.04
Hydroelectric,7.1,91.48,51.47,0.564,0.924,1.0,West,4858.06,29.5,12.5,1797.54,26.06
Nuclear,20.8,30.1,95.0,0.635,1.0,1.0,East,4429.39,27.8,81.0,17190.7,582.76
Coal,14.1,33.86,60.3,0.718,1.0,1.0,West,4403.66,21.6,24.5,10991.76,15859.98
Natural_Gas,28.1,54.39,53.06,0.443,1.0,1.0,South,1552.83,-0.8,20.7,3590.24,1504.25
Natural_Gas,3.8,53.43,47.41,0.361,1.0,1.0,North,7031.66,22.8,13.2,2064.65,737.77
Natural_Gas,35.5,54.5,95.0,0.437,1.0,1.0,Central,3063.92,25.0,58.7,4620.27,2143.17
Natural_Gas,3.1,45.68,66.12,0.361,1.0,1.0,South,4534.16,24.0,45.0,2090.45,881.09
Natural_Gas,23.2,48.31,68.74,0.539,1.0,1.0,South,6790.47,26.6,74.4,4801.33,2153.32
Hydroelectric,34.0,84.68,75.04,0.615,0.859,1.0,West,4416.88,13.6,12.2,2446.24,51.27
Natural_Gas,19.9,47.18,61.16,0.577,1.0,1.0,West,3549.0,24.4,53.0,4500.75,2159.68
Nuclear,5.8,29.09,79.06,0.887,1.0,1.0,West,7861.71,22.5,31.6,11720.38,355.89
Solar,21.1,13.88,17.17,0.434,1.154,1.0,East,6280.13,26.0,84.9,319.47,76.08
Coal,17.8,33.1,91.84,0.438,1.0,1.0,Central,5855.76,30.0,70.7,7297.9,11981.76
Solar,11.3,20.22,28.03,0.365,1.197,1.0,East,5197.5,6.1,56.9,164.73,25.78
Oil,25.1,32.34,51.86,0.714,1.0,1.0,East,4326.5,19.6,28.7,1424.8,1914.26
Coal,29.4,31.81,64.45,0.655,1.0,1.0,South,6996.21,8.0,35.4,3590.21,6522.64
Solar,13.8,16.93,23.4,0.944,1.004,1.0,East,4594.58,28.8,24.4,533.88,106.34
Natural_Gas,5.1,48.13,69.5,0.436,1.0,1.0,West,5246.91,39.5,40.8,1804.91,718.75
Natural_Gas,15.9,53.05,56.62,0.732,1.0,1.0,Central,3736.44,32.8,32.2,3644.45,1283.33
Coal,30.9,31.69,80.16,0.791,1.0,1.0,East,3286.49,18.5,17.8,8603.68,16097.29
Coal,17.3,29.91,68.17,0.454,1.0,1.0,South,4345.64,25.3,2.6,4107.59,6842.16
Biomass,4.1,20.61,52.92,0.703,1.0,1.0,West,4306.47,11.3,72.2,3009.0,1990.03
Natural_Gas,13.3,50.84,45.52,0.509,1.0,1.0,West,7517.86,41.2,23.4,2407.27,965.61
Oil,19.3,34.56,45.42,0.442,1.0,1.0,West,5597.67,9.9,4.7,919.73,1157.35
Natural_Gas,16.7,55.37,56.52,0.642,1.0,1.0,East,3010.7,27.2,33.9,1916.12,719.39
Nuclear,29.8,27.93,81.88,0.498,1.0,1.0,West,3491.22,31.5,64.4,9575.59,354.14
Wind,29.9,39.34,40.15,0.642,0.765,1.0,South,3739.09,23.5,48.0,161.32,3.01
Coal,14.8,31.42,79.58,0.406,1.0,1.0,West,5311.41,41.6,51.0,5460.52,8603.11
Coal,2.5,38.87,69.58,0.595,1.0,1.0,North,5928.33,28.8,46.2,11129.71,13955.24
Natural_Gas,16.1,46.03,27.02,0.914,1.0,1.0,Central,6979.45,8.6,50.8,2741.52,1154.07
Wind,7.9,42.57,35.9,0.981,0.971,1.0,South,3993.28,20.0,6.2,1310.43,15.78
Natural_Gas,28.5,41.18,60.92,0.973,1.0,1.0,Central,6013.11,7.0,56.6,3495.07,1878.65
Coal,24.8,37.35,78.96,0.85,1.0,1.0,West,5031.75,30.7,28.6,11096.65,13503.28
Biomass,12.0,19.18,26.43,0.999,1.0,0.95,Central,3430.46,16.8,7.3,1350.71,877.52
Coal,5.5,36.39,62.26,0.481,1.0,1.0,North,7307.1,25.2,26.5,8627.22,10936.66
Natural_Gas,39.8,49.38,32.94,0.673,1.0,1.0,Central,4885.42,21.9,10.0,3291.92,1652.36
Nuclear,6.2,34.0,84.69,0.66,1.0,1.0,Central,4733.51,32.0,23.2,8308.74,215.74
Natural_Gas,18.4,54.89,67.07,0.904,1.0,1.0,Central,4536.61,27.2,39.5,6301.7,2184.43
Coal,11.2,40.01,72.57,0.685,1.0,1.0,West,3543.86,34.2,89.0,11609.7,13722.34
Coal,5.7,31.43,67.55,0.875,1.0,1.0,North,5127.68,26.2,64.5,9037.82,14029.46
Hydroelectric,16.8,83.29,49.94,0.991,0.963,1.0,South,4791.42,20.6,95.4,4019.1,68.27
Coal,8.8,34.69,59.45,0.503,1.0,1.0,East,5189.4,17.8,22.5,5004.91,7532.36
Natural_Gas,38.2,44.72,70.98,0.348,1.0,1.0,West,3715.02,14.1,24.0,2716.52,1535.95
Oil,39.7,33.35,53.36,0.611,1.0,1.0,East,4703.05,7.1,73.0,1954.41,2808.31
Nuclear,36.7,35.09,81.77,0.698,1.0,1.0,East,5195.77,17.0,55.1,15408.51,468.53
Nuclear,18.3,30.13,87.03,0.387,1.0,1.0,South,4711.67,8.3,14.2,7802.14,266.04
Solar,5.1,22.93,27.91,0.837,1.046,1.0,Central,3763.08,33.8,80.9,705.38,83.12
Natural_Gas,12.6,51.15,35.63,0.999,1.0,1.0,East,9638.96,12.9,91.2,3413.8,1204.06
Natural_Gas,6.0,54.32,74.94,0.454,1.0,1.0,Central,2735.34,15.2,82.3,4684.97,1642.41
Biomass,23.3,13.05,31.38,0.625,1.0,1.0,Central,6620.08,29.9,65.1,1159.0,1481.99
Coal,26.4,30.6,80.82,0.791,1.0,1.0,Central,4315.42,36.4,78.6,17208.72,30470.65
Solar,37.3,12.96,23.75,0.987,1.156,1.0,South,5795.75,34.2,32.3,424.4,112.66
Coal,24.3,29.33,47.7,0.354,1.0,1.0,South,4300.54,28.1,20.1,2849.35,5019.54
Coal,36.5,34.36,50.63,0.683,1.0,0.95,South,3857.97,34.2,87.1,2571.79,4638.15
Coal,16.5,33.12,59.35,0.377,1.0,1.0,Central,3264.33,9.5,3.6,5215.99,7682.95
Nuclear,25.4,36.17,79.71,0.547,1.0,1.0,South,5944.97,29.2,96.3,10445.21,326.91
Oil,25.1,40.75,64.69,0.884,1.0,0.95,Central,5970.52,20.2,95.4,3029.37,3178.73
Coal,31.8,31.08,65.02,0.639,1.0,0.95,South,5200.22,41.2,91.3,7376.06,13688.05
Coal,7.1,38.03,86.77,0.828,1.0,1.0,East,4761.99,30.5,20.5,7401.69,9518.65
Solar,9.0,16.21,34.56,0.433,1.071,1.0,West,4116.33,23.2,79.8,317.02,56.52
Coal,6.1,32.04,83.47,0.676,1.0,1.0,West,3108.18,32.6,4.9,7125.98,9573.91
Natural_Gas,33.5,51.67,78.0,0.986,1.0,1.0,South,6113.69,27.2,91.1,8002.97,3465.54
Natural_Gas,25.6,38.41,76.04,0.955,1.0,1.0,North,3839.84,47.9,87.7,5915.75,3279.75
Natural_Gas,31.9,41.21,75.77,0.62,1.0,0.95,East,3394.71,16.0,2.7,1425.43,889.06
Solar,11.5,15.1,26.11,0.941,1.012,1.0,West,4239.28,26.6,22.1,662.04,128.24
Hydroelectric,8.9,87.4,28.1,0.66,0.728,1.0,West,6894.11,18.2,31.3,1208.88,18.57
Natural_Gas,3.5,50.23,79.48,0.65,1.0,1.0,East,3927.56,26.6,81.8,6855.17,2526.12
Natural_Gas,35.6,53.83,37.84,0.741,1.0,1.0,Central,4547.6,11.6,45.5,3259.93,1462.42
Natural_Gas,7.7,52.48,74.1,0.54,1.0,0.95,East,6864.37,47.7,52.3,5227.52,1827.31
Coal,18.3,29.64,77.72,0.869,1.0,1.0,West,3801.57,26.3,60.2,21018.41,32336.71
Nuclear,2.1,30.95,83.56,0.938,1.0,1.0,North,5195.4,-3.3,57.0,11001.74,272.14
Solar,29.0,20.8,38.19,0.435,0.757,1.0,South,4655.93,30.6,54.8,267.71,51.3
Coal,25.3,34.69,67.17,0.454,1.0,1.0,South,4514.74,21.2,63.5,4102.21,6573.38
Nuclear,17.8,32.59,85.11,0.317,1.0,1.0,East,3580.43,25.1,80.3,7057.02,227.41
Wind,9.1,34.05,40.18,0.373,0.842,1.0,South,6598.14,30.3,15.5,240.8,4.52
Coal,2.7,35.55,79.59,0.558,1.0,1.0,North,5095.78,37.1,34.8,10160.76,12215.97
Coal,32.7,29.43,50.23,0.975,1.0,1.0,Central,6626.2,28.6,50.8,13295.84,25428.84
Natural_Gas,14.3,48.62,68.63,0.767,1.0,1.0,North,4867.81,29.1,18.1,5362.83,2408.79
Wind,24.9,30.2,24.08,0.863,1.105,1.0,Central,5939.7,45.6,81.7,285.98,6.44
Natural_Gas,12.6,49.45,58.49,0.371,1.0,0.95,South,3792.82,37.8,79.1,2232.44,864.25
Coal,28.8,34.65,80.23,0.389,1.0,1.0,South,6544.12,25.2,81.6,3138.32,5439.26
Solar,21.0,19.32,30.39,0.645,0.951,1.0,North,4491.3,24.0,57.7,229.34,41.44
Coal,32.0,25.19,67.34,0.964,1.0,1.0,South,4400.18,12.4,21.8,2685.0,5902.5
Nuclear,4.2,36.66,78.95,0.53,1.0,1.0,North,2312.41,21.7,66.7,6913.39,170.26
Coal,20.1,34.07,59.34,0.873,1.0,1.0,South,8568.51,22.0,28.9,10621.94,14967.8
Natural_Gas,5.8,50.2,45.06,0.814,1.0,1.0,West,2438.24,35.1,98.9,734.07,277.07
Natural_Gas,27.2,50.28,31.33,0.406,1.0,1.0,Central,5139.47,22.8,20.3,2003.39,941.77
Natural_Gas,28.3,47.01,95.0,0.987,1.0,1.0,East,4157.24,-1.2,62.9,15792.13,7640.42
Solar,23.6,15.84,21.61,0.885,1.062,1.0,West,2882.22,44.3,31.0,1109.59,227.69
Natural_Gas,11.9,44.86,62.77,0.532,1.0,1.0,Central,6476.83,22.6,97.0,4583.89,2037.13
Coal,12.6,37.57,83.74,0.848,1.0,1.0,East,3566.77,26.2,1.1,16619.08,21752.76
Wind,21.3,33.93,34.76,0.521,1.119,1.0,South,5501.69,22.0,52.5,607.0,12.39
Natural_Gas,1.6,50.48,78.97,0.565,1.0,0.95,Central,4426.26,38.3,58.3,3035.78,1073.91
Solar,15.8,19.9,30.01,0.756,1.25,1.0,South,5457.86,20.5,2.0,247.51,38.0
Coal,12.2,32.68,66.61,0.572,1.0,0.95,West,6454.32,21.3,85.3,9442.07,14614.13
Coal,39.0,33.57,79.83,0.545,1.0,1.0,South,2899.89,23.3,96.2,7490.51,14546.08
Hydroelectric,34.1,94.15,52.82,0.656,0.976,1.0,Central,4085.72,15.5,9.4,2758.53,46.6
Natural_Gas,27.2,48.55,81.74,0.312,1.0,1.0,East,3405.24,26.7,2.3,1131.32,559.23
Natural_Gas,24.4,52.6,43.34,0.436,1.0,1.0,South,3062.55,25.7,62.2,4394.98,1878.6
Natural_Gas,4.2,49.88,23.93,0.337,1.0,0.95,East,2813.56,16.4,13.4,18.38,6.83
Natural_Gas,30.7,49.2,64.63,0.745,1.0,1.0,West,3937.11,21.7,98.0,4237.64,1979.71
Natural_Gas,23.2,43.54,90.63,0.962,1.0,1.0,West,8259.42,32.9,63.6,6042.47,3071.93
Natural_Gas,3.3,51.76,66.44,0.774,1.0,1.0,Central,3140.67,26.1,6.3,3365.02,1223.94
Coal,26.2,30.26,75.22,0.656,1.0,1.0,Central,4601.92,38.1,63.7,11366.12,21962.48
Coal,18.3,37.05,78.13,0.608,1.0,1.0,Central,4835.82,25.9,66.4,12052.41,17320.97
Natural_Gas,12.7,46.1,70.04,0.444,1.0,1.0,North,6048.65,32.4,79.9,2887.55,1266.24
Natural_Gas,35.6,43.52,46.66,0.811,1.0,1.0,North,5291.39,9.4,72.4,5203.18,2943.92
Solar,31.2,23.48,35.27,0.38,1.013,1.0,East,3396.12,30.7,15.3,332.76,49.12
Geothermal,12.2,18.57,51.89,0.366,1.0,0.95,North,3608.01,32.0,94.9,387.02,44.21
Natural_Gas,28.4,47.92,46.64,0.614,1.0,1.0,North,6078.88,27.0,52.2,3233.83,1587.35
Coal,24.1,37.51,66.66,0.307,1.0,1.0,South,6885.17,19.9,7.5,2347.4,3503.1
Nuclear,10.3,24.57,83.96,0.402,1.0,1.0,Central,6372.53,24.9,9.4,4601.66,178.85
Hydroelectric,34.3,86.19,52.07,0.848,1.059,1.0,Central,5680.38,31.7,54.2,2412.08,41.84
Nuclear,38.4,37.21,86.36,0.811,1.0,1.0,Central,4400.27,21.6,22.8,10908.69,351.75
Solar,34.9,14.34,29.18,0.979,1.218,1.0,Central,4941.15,26.2,50.8,521.95,118.05
Coal,18.2,29.85,69.08,0.833,1.0,1.0,East,5024.04,21.4,59.8,7575.99,13295.82
Oil,8.4,34.24,51.04,0.759,1.0,1.0,South,4812.67,27.2,92.1,3416.69,3746.54
Natural_Gas,15.4,51.79,63.82,0.587,1.0,1.0,North,4067.35,16.6,36.3,2794.67,1066.45
Coal,19.8,39.17,67.89,0.32,1.0,1.0,East,6500.19,7.9,80.9,5600.2,8670.82
Natural_Gas,5.6,47.61,57.37,0.909,1.0,1.0,Central,5598.98,20.8,53.5,8081.84,3152.31
Nuclear,8.8,38.06,75.39,0.756,1.0,1.0,North,4356.73,31.0,56.0,4540.98,112.48
Nuclear,17.1,30.75,95.0,0.537,1.0,1.0,Central,5587.46,16.6,75.9,13303.5,436.8
Hydroelectric,11.4,90.57,47.05,0.927,1.123,0.95,South,5635.83,11.2,43.5,3319.99,42.19
Natural_Gas,3.6,50.73,85.08,0.551,1.0,1.0,Central,5691.85,17.3,74.7,1827.84,683.92
Coal,6.1,36.57,56.64,0.689,1.0,1.0,North,6086.2,21.2,31.6,10774.27,13962.7
Nuclear,3.8,25.1,88.3,0.774,1.0,1.0,South,6234.08,36.2,30.2,16120.53,599.68
Natural_Gas,30.1,40.67,79.84,0.951,1.0,1.0,West,4746.32,13.4,50.3,5378.07,2886.44
Natural_Gas,1.5,49.82,47.98,0.471,1.0,1.0,North,7099.54,25.4,85.9,1700.79,642.46
Natural_Gas,1.2,49.44,66.69,0.796,1.0,1.0,Central,3596.21,27.1,48.2,4220.27,1606.2
Geothermal,39.7,10.0,39.54,0.691,1.0,1.0,West,6838.21,14.9,16.8,971.28,237.35
Coal,12.1,34.29,59.46,0.601,1.0,1.0,South,5641.72,27.6,43.2,4348.64,5917.03
Natural_Gas,16.6,50.75,76.39,0.587,1.0,1.0,West,2551.98,6.9,96.2,987.56,390.04
Natural_Gas,4.8,47.53,56.46,0.625,1.0,1.0,North,4508.47,40.9,34.0,2922.2,1127.94
Natural_Gas,10.2,48.46,87.8,0.664,1.0,1.0,South,4213.46,31.6,41.1,2530.0,1055.81
Solar,4.5,22.13,31.76,0.412,0.773,1.0,Central,7389.43,26.0,33.8,112.38,15.28
Wind,13.1,26.46,33.28,0.57,1.168,1.0,East,2883.41,27.4,8.1,979.64,23.91
Solar,38.4,14.73,20.71,0.426,0.764,1.0,West,4260.12,16.4,33.5,220.92,53.12
Natural_Gas,19.7,45.18,77.38,0.303,1.0,1.0,West,5174.84,21.0,51.5,3637.98,1694.77
Natural_Gas,36.0,37.64,33.39,0.461,1.0,1.0,West,6970.83,18.2,28.1,1350.99,917.88
Hydroelectric,15.7,87.77,61.7,0.672,1.173,0.95,West,4735.93,45.1,38.8,3603.06,56.55
Natural_Gas,29.2,50.04,41.47,0.337,1.0,1.0,Central,5062.97,17.5,50.3,1771.51,889.05
Natural_Gas,27.2,48.2,51.19,0.834,1.0,1.0,Central,3998.73,35.0,64.5,4701.98,2264.66
Natural_Gas,12.4,44.57,86.1,0.932,1.0,1.0,West,3933.33,17.4,64.6,7387.26,3266.51
Wind,15.8,30.06,32.13,0.771,1.271,1.0,North,5106.38,33.4,43.5,439.03,8.89
Natural_Gas,37.2,49.45,72.88,0.938,1.0,1.0,North,5756.87,12.6,53.8,5818.4,2896.99
Coal,10.4,30.39,63.79,0.434,1.0,1.0,Central,6293.6,16.5,31.7,2320.1,3902.94
Wind,4.0,40.89,46.55,0.302,1.114,1.0,East,2990.01,32.3,45.4,227.34,3.17
Natural_Gas,16.4,48.36,66.1,0.953,1.0,1.0,West,5959.26,23.4,83.1,9451.22,4074.13
Natural_Gas,19.2,43.76,58.28,0.689,1.0,1.0,North,6482.2,31.9,68.0,1745.28,849.3
Hydroelectric,2.3,84.34,49.87,0.428,0.853,1.0,Central,2063.99,25.2,57.8,993.41,13.57
Oil,14.1,37.0,72.59,0.639,1.0,1.0,Central,6779.22,19.5,10.0,4055.51,4715.87
Solar,27.9,14.42,30.8,0.331,1.048,1.0,North,4112.68,46.0,53.3,223.57,52.94
Biomass,29.2,20.99,36.91,0.851,1.0,1.0,North,5722.03,21.2,49.7,1373.69,1083.93
Hydroelectric,30.9,87.31,38.43,0.421,1.048,1.0,South,5293.51,36.8,47.7,493.85,9.24
Natural_Gas,25.4,46.05,74.86,0.354,1.0,1.0,East,4520.76,25.7,46.7,2710.08,1395.6
Natural_Gas,23.7,48.95,81.72,0.798,1.0,0.95,East,6407.96,22.0,24.9,9865.53,4027.33
Natural_Gas,30.2,49.49,46.16,0.994,1.0,1.0,West,2539.05,23.4,48.3,3800.99,1648.09
Natural_Gas,7.9,46.64,71.95,0.867,1.0,1.0,West,6194.2,20.0,93.3,149.68,61.74
Solar,21.2,15.7,21.31,0.585,1.188,1.0,North,4253.49,29.9,11.2,186.33,40.21
Coal,18.1,34.32,70.43,0.479,1.0,1.0,South,4756.58,19.1,54.8,7546.23,11526.95
Natural_Gas,19.5,51.57,48.4,0.874,1.0,1.0,West,7848.1,27.7,5.7,3906.77,1441.83
Nuclear,32.7,31.06,83.69,0.524,1.0,1.0,West,6495.9,7.9,74.7,8005.52,288.62
Coal,2.9,24.94,61.91,0.835,1.0,1.0,North,7834.45,26.0,14.9,6563.76,11263.07
Oil,22.3,31.61,49.16,0.89,1.0,1.0,North,5274.82,33.9,65.7,2121.07,2724.6
Natural_Gas,38.7,50.05,46.7,0.769,1.0,0.95,South,2822.9,33.5,79.1,3599.91,1718.9
Coal,12.8,34.09,68.14,0.993,1.0,0.95,South,5939.65,27.1,48.8,12472.43,17378.66
Nuclear,3.7,29.68,81.08,0.701,1.0,1.0,North,5901.89,13.4,83.1,4271.89,127.49
Natural_Gas,5.8,51.85,75.63,0.844,1.0,1.0,North,3558.67,34.9,24.2,2971.72,1093.01
Natural_Gas,26.5,42.75,49.33,0.899,1.0,1.0,East,5714.73,39.4,10.9,6469.8,3529.85
Oil,24.0,37.37,37.36,0.422,1.0,1.0,South,3327.77,19.0,65.3,37.87,47.59
Coal,32.6,27.03,73.14,0.475,1.0,0.95,West,5999.05,39.4,37.0,2357.32,4652.02
Coal,17.5,26.42,66.49,0.878,1.0,1.0,South,4377.02,23.0,62.0,12708.43,25088.02
Natural_Gas,8.3,47.16,79.48,0.814,1.0,0.95,South,8896.38,34.6,46.6,5417.61,2056.52
Coal,9.9,33.36,66.13,0.747,1.0,0.95,South,2960.05,29.9,26.3,8480.41,12839.65
Nuclear,5.5,28.02,88.36,0.91,1.0,1.0,West,2749.29,35.8,5.0,25669.49,822.15
Solar,33.5,18.18,29.34,0.504,0.811,0.95,North,3386.0,24.6,2.3,419.86,94.11
Wind,6.4,31.98,11.8,0.583,0.882,1.0,East,7659.04,33.0,17.9,14.56,0.27
